Gene	AU565_BREAST	BT20_BREAST	BT474_BREAST	BT483_BREAST	BT549_BREAST	CAL120_BREAST	CAL148_BREAST	CAL51_BREAST	CAL851_BREAST	CAMA1_BREAST	DU4475_BREAST	EFM192A_BREAST	EFM19_BREAST	HCC1143_BREAST	HCC1187_BREAST	HCC1395_BREAST	HCC1419_BREAST	HCC1428_BREAST	HCC1500_BREAST	HCC1569_BREAST	HCC1599_BREAST	HCC1806_BREAST	HCC1937_BREAST	HCC1954_BREAST	HCC202_BREAST	HCC2157_BREAST	HCC2218_BREAST	HCC38_BREAST	HCC70_BREAST	HDQP1_BREAST	HMC18_BREAST	HMEL_BREAST	HS578T_BREAST	JIMT1_BREAST	KPL1_BREAST	MCF7_BREAST	MDAMB134VI_BREAST	MDAMB157_BREAST	MDAMB175VII_BREAST	MDAMB231_BREAST	MDAMB361_BREAST	MDAMB415_BREAST	MDAMB436_BREAST	MDAMB453_BREAST	MDAMB468_BREAST	SKBR3_BREAST	T47D_BREAST	UACC812_BREAST	UACC893_BREAST	ZR751_BREAST	ZR7530_BREAST
SIRPA	0.36	3.47	1.17	1.41	30.72	0.24	16.4	16.06	7.26	0.11	14.21	0.54	1.45	30.79	0.6	22.74	0.1	0.23	0.06	81.18	1.83	4.19	17.1	15.48	0.05	2.98	0.37	29.2	8.71	0.23	1.55	42.85	11.75	24.65	0.32	0.37	0.07	12.45	4.72	1.35	4.24	0.28	10.11	25.5	3.36	0.1	3.63	0.49	2.35	1.95	0.43
NUTM2B	0.54	0.2	1.48	0.51	0.58	0.92	2.32	0.47	0.02	0.87	0.92	0.65	1.2	1.46	8.56	0.54	0.59	1.23	0.13	0.26	1.17	0.36	0.2	0.07	0.93	0.59	0.56	0.56	0.42	0.6	0.1	0.51	0.23	0.3	1.04	0.73	1.62	0.8	0.9	0.48	0.44	0.15	0.1	0.72	0.7	0.87	0.37	1.29	0.17	1.43	0.31
CCNE1	18.01	21.02	8.8	13.92	15.39	24.19	25.18	27.48	11.68	21.12	41.44	20.75	13.38	14.4	51.36	17.02	3.28	15.6	4.51	321.73	135.62	11.15	21.0	32.53	11.16	17.0	9.89	14.02	18.73	11.59	16.53	11.82	5.78	24.96	13.99	5.23	4.3	184.2	17.55	14.29	14.07	11.44	22.83	7.0	25.02	26.35	6.49	11.65	7.35	25.12	12.21
POT1	13.01	25.83	11.3	14.18	17.17	24.88	11.47	17.62	18.43	19.38	26.17	7.82	9.13	23.6	25.15	36.01	7.16	14.26	23.56	16.72	13.19	15.02	16.7	24.02	15.89	8.2	6.89	18.74	59.09	21.18	10.02	16.37	24.54	12.21	9.84	13.8	20.45	25.01	13.99	21.68	12.4	15.69	27.6	8.94	12.86	12.5	9.18	4.52	15.91	17.38	5.22
PRCC	89.05	53.93	37.82	83.17	56.93	30.21	156.51	46.61	28.27	112.0	85.84	57.25	71.35	50.56	99.26	45.98	41.08	78.0	59.26	93.59	57.73	22.45	73.71	89.23	83.88	56.05	59.79	47.78	62.59	25.37	45.2	30.6	25.19	40.29	54.03	34.32	50.18	50.05	65.76	44.47	50.1	55.19	70.86	83.1	79.02	71.16	63.6	32.93	55.84	82.73	65.64
MACC1	3.58	3.72	2.14	5.22	0.05	0.27	0.25	0.03	3.82	2.06	0.42	2.33	26.25	2.53	1.58	0.03	8.08	2.61	1.3	0.07	8.53	3.81	5.53	13.39	15.17	14.18	6.68	3.43	34.45	8.86	0.01	3.9	0.08	0.29	6.88	2.03	0.01	0.01	18.75	0.05	4.23	8.39	0.02	2.97	6.51	3.66	2.59	3.44	7.77	23.47	6.91
NBEA	0.65	2.29	2.95	7.48	0.16	1.17	7.27	4.91	0.88	2.29	0.57	1.18	0.05	1.05	0.74	4.68	4.13	0.63	2.35	0.38	0.56	1.25	0.7	3.36	5.99	0.28	0.44	12.54	4.04	0.35	6.59	1.05	0.91	0.32	6.93	1.13	4.49	0.22	5.02	1.64	4.7	1.19	2.17	3.4	1.64	0.16	1.34	2.58	0.69	2.18	1.44
TOP1	54.17	94.4	35.85	94.02	63.35	69.89	98.22	91.29	24.48	61.93	46.14	32.18	68.05	50.67	54.89	62.16	158.03	42.05	71.47	124.3	42.04	22.04	57.22	71.27	41.05	90.01	92.8	103.09	56.04	23.48	47.42	111.18	27.89	65.8	149.06	107.09	57.07	45.55	86.5	64.13	75.35	60.87	40.26	99.75	58.49	44.39	52.42	33.94	40.03	56.76	42.46
SBDS	131.84	185.99	78.82	66.09	87.43	58.73	32.69	53.15	64.17	104.01	38.22	121.74	49.66	37.02	81.12	66.21	96.25	101.6	102.25	72.66	39.37	24.13	63.62	121.34	73.72	77.99	71.71	109.17	148.64	39.26	71.33	61.91	133.21	38.4	62.53	83.77	66.05	75.2	93.78	122.06	75.19	99.29	65.51	81.58	60.68	133.56	129.22	104.55	76.29	72.73	74.58
STAT6	42.48	64.24	1.68	84.67	29.86	26.93	0.27	84.09	17.76	34.33	0.23	14.78	45.06	109.39	86.52	52.92	0.57	54.34	70.72	40.94	6.76	43.82	45.12	27.61	39.74	92.52	14.57	71.66	66.03	33.64	37.9	121.72	44.27	24.57	1.7	4.4	145.96	30.19	73.81	50.59	97.96	98.67	31.01	31.82	30.55	38.3	66.47	0.65	53.68	118.93	82.27
ERBB2	3138.0	68.28	1489.5	284.52	16.77	23.54	201.89	80.61	36.23	71.73	9.04	2749.7	152.58	33.21	108.13	17.43	3146.8	41.07	41.54	2197.9	41.39	31.0	48.68	3836.4	2119.9	91.57	1841.6	139.16	41.9	43.76	12.33	45.03	25.52	355.49	49.03	44.39	22.3	22.05	182.98	24.28	810.09	57.83	14.5	265.84	22.46	1841.9	79.01	1990.8	3238.6	110.13	2809.5
VAV1	27.04	18.35	0.03	0.1	0.03	15.77	0.05	0.09	0.1	8.22	18.63	0.09	2.44	6.12	0.06	0.12	0.01	8.12	0.01	0.12	0.02	14.84	1.24	20.28	11.8	0.03	15.2	0.05	0.38	0.22	0.01	0.12	0.01	25.5	0.36	0.04	0.18	1.24	4.37	0.39	0.02	0.01	0.11	0.05	9.5	20.89	20.72	1.19	0.26	1.16	0.05
NUP98	60.02	110.0	34.07	36.56	39.99	56.68	46.21	71.34	25.21	42.93	43.02	30.92	41.84	50.17	35.82	48.86	37.12	36.61	51.53	43.1	53.11	15.42	36.93	64.09	43.69	33.5	35.78	45.93	31.77	25.7	68.3	48.14	34.26	22.32	27.2	26.47	38.41	38.0	46.22	60.04	28.52	54.3	39.88	60.16	42.46	43.66	35.08	19.29	39.85	31.98	33.47
FEN1	81.32	55.43	92.03	33.25	96.68	37.02	90.51	93.18	36.08	39.18	101.06	69.74	79.73	69.6	92.74	119.81	28.75	82.85	65.19	63.72	32.99	25.06	100.2	81.26	75.33	45.81	27.62	96.4	51.34	27.65	53.93	22.58	29.6	80.29	71.52	66.4	48.5	64.33	19.86	94.78	75.21	60.74	130.06	76.34	97.72	77.93	116.47	35.72	55.78	20.85	64.65
MYO5A	11.69	18.54	2.67	6.6	9.34	8.57	5.12	7.67	4.89	2.5	23.7	3.97	8.82	9.79	8.85	4.92	10.12	25.16	6.48	6.27	7.02	1.41	1.45	18.26	6.13	3.04	3.95	17.72	10.84	3.2	6.36	16.47	16.33	6.71	12.38	10.03	6.3	5.1	4.76	8.87	8.43	2.92	9.46	0.24	9.1	10.01	6.73	5.32	6.55	7.89	5.43
CHEK2	25.73	22.44	19.51	7.23	27.8	14.54	16.98	21.11	7.95	19.92	8.59	11.26	13.63	52.39	16.04	32.92	18.78	12.47	28.49	33.81	20.21	9.81	25.84	51.58	12.85	22.87	6.22	12.17	39.61	13.62	21.62	20.36	18.1	24.9	23.75	19.29	15.82	26.16	12.16	8.25	12.45	27.76	20.85	32.21	24.34	21.3	25.21	17.24	21.62	41.28	10.96
FANCD2	19.93	51.99	34.39	13.97	68.5	17.14	17.68	72.88	10.16	29.41	23.48	38.28	32.69	70.34	23.87	42.69	39.12	29.12	26.26	19.99	41.75	13.1	52.13	51.85	28.04	24.71	8.05	73.65	32.63	23.69	13.36	25.98	20.77	31.83	33.63	27.03	21.85	59.73	21.45	22.78	24.77	17.46	58.09	40.13	18.51	16.16	50.31	35.57	25.96	21.5	28.73
ARHGEF10L	3.33	9.75	7.54	17.58	0.14	2.98	21.52	4.38	5.45	12.18	6.47	5.93	11.64	9.51	27.82	11.83	8.47	22.16	8.99	14.64	35.95	9.76	8.6	12.44	9.45	48.77	4.77	16.84	44.5	7.27	2.14	5.55	12.62	6.17	10.32	13.29	20.67	12.8	19.75	3.2	12.78	12.33	10.0	2.75	7.49	1.38	12.27	9.58	6.86	10.42	8.94
NUMA1	162.24	104.05	82.39	202.54	77.02	132.07	146.09	125.28	50.34	95.73	112.07	76.63	96.44	118.53	232.49	87.17	324.25	184.7	369.32	112.88	71.1	93.33	124.01	112.97	179.67	97.51	97.61	208.72	121.83	74.46	40.8	124.92	102.81	149.24	158.17	126.22	140.35	77.86	224.17	136.73	148.72	135.94	61.56	165.03	128.46	117.07	227.25	180.84	253.18	150.64	100.42
NUTM1	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.02	0.0	0.0	0.01	0.01	0.79	0.0	0.0	0.01	0.0	0.01	0.0	0.01	0.17	0.03	0.0	0.02	0.02	0.0	0.0	0.0	0.02	0.04	0.01	0.01	0.02	0.0	0.04	0.02	0.08	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.02	0.05	0.0	0.0	0.0
KLF4	9.37	8.06	11.43	14.28	12.21	14.4	19.66	0.5	7.98	16.11	8.38	19.11	6.45	27.0	7.54	11.19	51.97	12.12	7.93	0.56	10.2	5.14	36.86	16.16	12.72	2.61	35.54	13.78	24.47	15.47	24.44	12.55	16.78	36.03	26.04	8.77	3.67	9.73	27.28	26.8	14.3	28.81	23.27	10.74	5.79	18.05	3.19	2.64	63.47	79.73	55.23
ERBB3	105.58	34.23	68.72	242.2	1.31	7.92	116.88	16.8	22.63	107.01	14.49	111.83	84.78	44.88	31.11	1.09	139.2	74.29	90.86	131.47	71.0	24.89	29.89	35.97	138.36	65.4	90.07	53.44	55.2	33.49	1.13	12.2	4.99	46.52	131.19	57.37	221.41	0.44	144.87	2.5	91.69	109.41	0.74	97.73	23.07	70.53	123.25	83.27	70.77	97.13	163.04
MYH11	0.72	0.5	0.35	0.79	0.35	0.13	0.17	0.64	0.14	0.66	0.39	0.63	0.26	0.7	0.84	1.7	0.9	1.49	1.13	10.54	0.41	0.4	0.75	0.62	0.19	0.18	0.18	0.79	0.57	0.19	1.43	0.72	0.28	0.14	0.42	0.32	0.85	0.45	0.32	0.39	0.74	0.77	0.23	0.6	0.47	0.37	0.73	0.26	1.33	2.22	0.41
DCTN1	93.82	93.9	36.85	93.29	71.63	88.5	71.24	72.38	34.01	82.69	49.01	61.14	65.5	66.1	60.37	85.69	100.6	94.47	63.44	108.85	91.47	63.57	78.75	62.39	103.96	56.18	23.31	113.49	80.43	57.29	80.61	59.77	154.44	45.45	63.68	64.19	105.61	85.64	45.84	89.49	92.61	85.24	91.65	84.8	76.35	73.85	42.49	20.01	29.12	31.78	88.77
KNSTRN	61.48	109.86	37.21	24.43	73.35	44.25	40.89	60.82	32.94	58.13	54.12	36.67	34.39	79.36	52.75	49.24	23.67	37.0	28.01	37.09	53.47	56.04	90.86	79.59	35.44	52.58	24.73	66.65	61.32	32.59	94.05	26.25	43.41	57.62	35.16	38.05	54.52	56.09	30.99	63.14	56.53	17.79	88.3	85.68	49.59	39.59	58.74	13.09	53.41	80.21	36.63
SDHA	235.96	258.79	248.62	86.24	172.57	171.22	109.61	151.09	157.68	95.27	69.46	169.9	137.94	185.22	109.59	151.6	151.68	90.16	37.12	86.4	48.05	138.05	210.12	347.71	150.11	181.44	104.34	84.07	224.74	107.37	136.03	122.35	152.03	103.0	189.34	282.94	40.14	80.78	82.41	157.91	158.53	207.2	266.81	104.99	186.63	149.74	147.41	51.19	172.47	73.18	41.55
RFWD3	17.99	85.18	26.56	23.34	34.04	20.5	19.44	39.51	16.64	31.02	65.51	26.81	20.97	39.01	27.44	44.22	20.23	40.07	34.7	23.85	25.5	9.67	32.53	49.81	33.67	24.34	6.16	36.19	59.19	14.44	28.34	21.92	14.18	29.87	46.86	32.83	12.92	30.4	15.04	30.67	52.82	11.81	24.59	15.87	42.05	14.39	31.72	11.99	36.16	27.09	12.07
KRAS	13.58	14.39	17.12	19.22	12.25	22.15	14.54	24.55	13.92	15.74	13.1	7.91	14.51	13.05	34.28	19.77	14.75	12.12	38.59	15.69	14.97	11.5	15.16	12.71	11.51	10.23	13.6	17.12	18.4	11.24	22.34	8.02	7.02	10.73	10.21	10.15	18.66	8.22	28.32	8.32	21.8	12.13	13.1	10.23	13.83	10.62	10.51	4.39	21.82	53.69	13.67
TRIM24	13.74	20.38	22.85	23.74	10.86	5.25	22.37	14.73	5.22	48.36	30.95	12.67	13.7	14.7	44.94	22.45	9.89	19.27	25.32	11.27	9.94	3.01	7.47	22.38	29.32	11.76	11.81	27.75	10.54	4.21	4.61	7.52	9.91	9.09	14.99	11.36	31.03	14.52	15.64	14.72	11.57	8.39	12.51	8.5	15.94	8.68	6.57	9.93	14.42	8.86	8.06
TFE3	17.84	28.43	16.66	25.87	42.26	30.3	16.42	29.59	16.85	15.27	10.83	27.58	20.86	10.4	22.0	24.77	18.79	24.11	17.58	25.9	5.61	13.87	19.74	24.9	13.41	23.29	11.5	20.78	11.14	8.47	44.89	33.28	27.32	47.76	22.02	20.47	12.41	56.24	27.42	53.78	51.48	26.49	44.69	25.26	31.19	14.15	30.45	19.84	10.12	20.08	17.15
SMAD4	2.11	14.78	31.17	20.57	29.02	18.09	31.77	58.08	10.28	23.29	14.57	15.41	14.72	42.7	81.01	67.36	8.89	16.44	47.38	37.5	41.63	8.0	7.37	28.38	17.86	18.11	4.66	28.98	33.03	9.91	0.13	21.43	40.01	10.94	13.11	7.09	22.16	20.44	7.6	18.33	20.46	11.87	11.08	17.45	0.17	6.14	16.35	13.52	9.81	39.27	9.39
ITK	0.02	0.0	0.0	0.02	0.03	0.0	0.03	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.04	0.01	0.02	0.01	0.0	0.13	0.0	0.01	0.03	0.01	0.02	0.0	0.07	0.0	0.0	0.01	0.04	0.1	0.0	0.0	0.0	0.03	0.09	0.09	0.09	0.0	0.07	0.8	0.0	0.04	0.04	0.0	0.01	0.0	0.27	0.0
PIK3CB	18.91	37.69	21.82	27.3	15.45	31.78	11.47	25.15	10.69	31.3	18.38	22.46	29.1	36.06	11.7	19.55	39.74	31.71	29.66	71.2	32.01	23.66	23.23	43.23	32.15	43.22	10.75	30.78	85.24	15.71	25.06	14.13	20.13	92.34	25.37	21.86	16.12	10.3	29.72	17.59	23.63	13.69	10.83	13.84	27.58	11.48	35.51	10.5	21.85	22.57	20.55
ECT2L	0.02	0.03	0.02	0.07	0.0	0.09	0.04	0.19	0.07	0.02	0.05	0.59	0.18	0.12	0.04	0.03	1.15	0.02	0.07	0.06	0.17	0.02	0.04	0.13	0.04	0.04	0.04	0.11	0.02	0.18	0.09	0.04	0.0	0.04	0.04	0.03	0.21	0.02	0.25	0.03	0.07	0.11	0.05	0.03	0.06	0.08	0.04	0.02	0.34	0.1	0.11
CAMTA1	43.02	79.79	57.25	50.29	185.94	129.05	120.66	78.91	51.36	71.59	187.67	46.91	25.25	63.34	78.78	65.15	43.22	52.59	63.1	79.74	44.45	47.99	69.16	100.48	50.57	108.28	16.85	64.9	207.04	43.22	54.26	24.32	109.79	67.32	84.61	73.29	115.97	194.77	28.0	80.58	57.31	87.15	43.56	75.61	77.74	54.62	43.95	59.35	42.51	83.74	30.46
NCOA1	10.08	13.05	5.2	7.08	4.36	4.06	5.79	9.01	2.93	3.8	9.24	6.58	6.07	3.77	9.94	4.37	16.98	19.71	8.3	7.72	5.71	2.0	6.68	9.95	17.52	3.76	4.08	15.82	8.77	3.4	5.73	2.82	6.46	8.59	8.53	6.27	7.91	15.28	5.31	5.81	9.72	3.59	5.07	5.18	14.49	5.45	7.37	3.14	0.65	5.03	4.28
RET	0.05	3.32	14.79	9.08	0.08	0.02	3.96	0.04	0.02	8.14	35.05	4.68	34.86	0.52	0.29	0.13	10.7	24.92	11.12	0.16	0.39	0.28	0.15	0.3	0.35	4.92	13.05	0.49	0.02	0.05	0.0	0.46	0.01	0.35	48.03	23.7	28.9	0.93	11.78	0.0	25.34	4.66	0.8	5.16	0.3	0.03	2.16	25.63	55.14	0.83	1.39
MDM4	21.64	14.99	6.66	24.26	7.6	8.01	9.46	17.85	2.03	13.95	21.11	15.59	22.18	28.09	19.65	8.61	11.24	25.86	20.55	14.37	30.48	4.9	6.21	10.54	13.7	11.96	8.68	17.32	10.68	3.23	11.77	20.58	8.81	2.19	21.8	21.91	56.69	16.89	17.25	8.03	11.32	20.41	11.92	25.98	7.93	10.75	19.22	72.17	16.72	69.28	20.09
ZMYM3	8.95	13.83	11.76	27.23	23.09	23.2	31.66	33.22	5.19	24.4	18.56	15.57	24.99	22.07	42.84	15.95	10.52	13.15	13.02	20.14	9.62	9.25	12.67	21.52	11.62	18.74	4.94	10.24	15.32	9.66	12.79	14.91	11.66	19.81	20.0	13.89	15.7	22.22	20.75	14.89	14.0	4.23	19.07	17.45	18.36	8.25	15.41	12.43	9.78	18.33	11.7
CHIC2	6.41	11.53	5.59	9.64	16.28	23.39	13.24	9.04	8.32	10.15	12.85	13.95	12.61	17.18	13.45	14.24	7.91	6.31	16.38	11.8	13.45	6.47	12.56	10.97	9.91	6.32	3.97	16.86	29.16	5.13	15.49	17.73	26.54	15.7	6.43	7.25	12.21	13.33	5.11	28.74	15.3	6.92	13.83	7.92	12.36	8.18	4.48	2.12	5.56	7.99	7.42
COX6C	388.64	342.0	737.62	1976.3	562.28	388.66	346.56	413.28	196.16	715.33	606.89	575.39	1139.3	394.25	348.4	347.36	2883.1	2336.9	1458.3	965.88	1059.6	243.96	859.61	873.19	674.88	590.56	2273.9	520.38	275.9	292.19	622.0	208.82	371.07	498.4	2907.2	15038.0	1305.5	808.08	517.53	283.95	436.88	313.29	205.79	530.8	416.94	444.99	452.94	3604.9	992.91	1467.6	1002.2
CSF1R	15.58	3.58	0.06	0.29	0.11	0.17	0.03	0.05	4.21	0.09	0.46	3.36	0.47	3.39	10.25	0.33	0.03	0.04	0.21	0.08	0.05	0.27	0.45	0.57	0.08	0.0	0.11	0.48	1.5	0.67	0.03	1.44	4.9	2.37	0.23	0.11	0.23	9.76	0.03	4.51	2.01	0.67	0.23	0.18	6.55	18.49	0.15	0.36	0.28	0.0	0.04
IKBKB	14.8	26.02	21.27	71.57	48.95	89.92	39.36	29.95	13.65	71.39	31.33	19.04	7.63	26.81	25.66	18.53	35.24	28.09	70.65	28.51	60.41	16.83	25.59	72.69	38.31	21.07	26.09	35.92	8.23	12.53	31.34	71.74	32.3	55.27	18.28	15.96	32.34	37.42	40.49	31.52	40.13	27.52	18.17	33.72	26.44	22.31	47.56	60.55	17.13	94.28	51.74
HIF1A	77.28	230.31	87.87	97.57	87.62	58.63	65.28	60.33	68.44	24.69	48.33	62.36	53.59	67.77	42.56	147.01	60.15	44.92	22.11	38.33	131.78	24.61	90.74	193.56	40.96	40.09	19.41	111.9	155.11	24.9	24.24	81.89	272.34	45.93	31.45	68.84	44.22	75.46	56.84	145.66	104.79	36.33	83.36	22.31	77.28	34.23	38.24	30.11	49.87	35.93	40.82
SNX29	4.27	2.31	4.24	3.98	1.64	1.44	5.83	5.37	1.48	4.99	3.41	2.92	4.08	4.68	2.01	6.86	10.27	2.91	2.32	1.84	1.27	1.24	2.38	2.69	2.43	0.78	2.18	4.47	6.44	1.71	2.32	3.21	3.77	3.42	2.83	3.02	1.75	1.99	3.82	1.87	4.97	4.64	3.55	1.91	1.08	4.0	2.75	2.28	2.93	2.73	4.27
IGF2BP2	0.26	13.07	0.21	0.25	39.93	60.68	0.11	76.14	24.2	0.14	5.79	2.0	0.08	29.96	1.18	2.87	0.06	1.37	0.09	43.92	32.89	37.13	40.15	26.85	0.29	9.47	0.08	55.53	26.58	32.61	82.6	62.02	58.48	51.85	1.33	0.17	0.05	21.02	0.46	56.22	10.29	0.1	6.39	0.17	14.62	0.11	1.03	8.88	0.28	5.54	0.07
KLK2	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.04	0.06	0.0	0.08	0.0	0.32	0.0	0.0	0.0	0.0	0.05	1.52	0.02	0.0	0.02	5.03	0.01	0.0	0.0	0.08	0.03	0.03	0.07	0.48	0.2	0.15	0.05	0.06	0.15	0.0	0.19	0.15	0.16	0.34	0.53	0.2	0.0	0.0	0.0	0.0
MSN	2.3	85.17	0.51	1.19	299.28	177.8	1.95	105.79	195.6	0.53	0.37	1.19	1.2	397.0	304.35	219.82	0.43	15.09	27.58	391.98	23.83	56.14	71.36	314.82	0.87	184.84	0.16	138.76	309.43	70.78	112.22	227.26	354.69	352.79	0.71	0.42	0.73	90.36	1.54	357.06	65.98	51.52	267.15	0.23	121.16	0.7	0.38	2.02	0.72	5.21	0.85
AFF3	0.04	0.01	8.51	20.01	4.64	0.04	0.3	0.01	0.02	23.98	6.21	0.06	1.16	0.04	0.06	2.34	1.12	7.2	46.99	0.94	0.3	0.01	0.09	0.02	0.11	0.05	13.07	0.11	0.01	0.0	0.06	0.05	9.22	0.01	2.05	1.34	108.19	1.69	0.2	0.48	11.5	5.22	1.99	0.31	0.07	0.02	11.04	2.35	0.05	0.3	3.69
DDR2	0.71	0.37	0.71	0.26	33.63	0.53	0.21	8.87	0.04	0.85	0.56	0.58	0.23	1.1	1.05	45.2	0.22	0.19	0.36	8.37	2.15	0.06	0.22	0.36	0.37	0.35	0.38	6.25	0.25	0.22	0.33	1.23	76.06	1.07	0.26	0.07	0.57	27.35	0.26	0.4	4.28	0.72	47.92	0.84	0.35	0.4	0.12	0.15	0.49	0.53	1.13
UBR5	42.25	81.16	74.61	113.41	80.11	46.86	37.29	72.11	23.83	65.87	36.0	31.28	93.95	183.59	70.8	72.01	122.64	144.18	63.45	121.24	80.1	40.65	87.95	133.72	56.64	92.58	55.38	115.89	112.57	30.02	73.7	88.12	98.57	43.92	86.27	104.14	48.5	83.21	55.38	37.89	60.67	40.13	23.18	70.98	37.24	34.76	55.71	65.94	87.66	70.27	86.97
MDS2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.04	0.0	0.02	0.11	0.0	0.0	0.01	0.01	0.0	0.0	1.01	0.0	0.0	0.01	0.0	0.0	0.0	0.19	0.12	0.0	0.01	0.0	0.0	0.0	0.01	0.03	0.11	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.01	0.0	0.16	0.0	0.0	0.02
MAFB	1.76	8.48	11.95	14.29	1.95	0.01	64.34	0.79	0.61	23.06	0.04	1.1	2.77	11.9	7.07	11.45	0.63	5.34	7.43	3.24	2.54	0.05	3.99	10.25	2.71	0.88	18.8	2.96	7.23	1.26	0.0	4.25	7.88	0.11	0.79	3.57	4.66	8.72	1.49	0.28	4.1	2.15	3.25	21.49	6.87	0.47	1.16	1.8	5.09	1.79	3.02
NRG1	0.16	0.17	0.04	0.05	85.62	41.54	0.02	2.9	0.7	0.19	0.21	0.02	0.02	9.33	1.04	4.71	0.06	6.0	0.68	0.03	0.13	13.2	9.62	0.51	0.03	0.13	0.01	1.5	0.07	0.23	47.43	15.74	34.67	5.83	0.03	0.02	0.0	0.19	22.39	50.9	13.13	0.2	1.35	0.01	0.31	0.14	0.01	0.18	0.08	2.36	0.1
STIL	9.81	17.56	11.07	6.44	21.87	10.72	11.02	18.11	9.35	8.43	13.68	8.6	21.71	23.99	25.77	19.37	8.05	15.22	16.89	20.48	19.68	7.95	15.71	24.81	10.78	15.74	4.83	12.29	33.81	5.85	9.36	5.17	9.22	8.57	12.58	9.14	4.96	21.44	3.95	18.42	12.48	7.49	20.29	11.32	27.03	10.85	7.74	3.94	7.15	8.69	10.11
CTNNA2	0.01	0.01	0.06	0.0	0.01	0.0	0.05	0.03	0.0	0.02	7.12	0.0	0.0	0.02	0.02	0.0	0.01	0.0	0.77	0.0	0.05	0.01	0.0	0.03	0.01	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.02	0.0	4.34	0.06	0.19	0.08	0.02	0.04	0.12	0.0	0.01	0.01	0.0	0.01	0.0	0.01	0.05
SS18L1	15.31	22.57	13.47	32.55	17.76	14.56	21.14	17.46	6.25	19.69	12.4	7.97	42.13	24.19	11.92	14.85	14.77	21.34	51.4	25.78	23.81	8.3	19.38	12.44	17.79	35.24	12.86	19.91	14.5	9.37	7.79	40.47	9.87	16.74	33.03	34.93	26.73	31.18	18.3	9.96	44.27	13.17	19.65	15.92	16.95	19.06	18.33	40.13	77.63	39.52	8.8
GATA3	5.06	43.01	73.31	522.49	7.37	67.93	11.7	2.16	20.7	245.44	0.73	47.49	156.14	11.19	48.69	0.8	145.17	143.36	219.75	6.38	0.96	32.2	15.22	30.65	199.03	1.19	82.38	21.55	43.65	29.89	0.31	6.81	2.39	60.08	399.23	356.5	125.38	0.28	114.69	5.33	54.84	59.61	0.26	307.31	26.94	10.39	355.57	154.56	18.72	46.85	117.23
EPS15	25.44	20.86	14.14	14.53	13.68	24.15	15.41	21.0	12.25	10.05	15.43	8.75	19.34	13.49	54.45	20.59	23.87	30.13	26.92	18.18	20.4	8.97	12.31	23.04	22.23	17.85	10.34	6.63	31.37	14.76	14.47	16.2	15.33	13.04	16.16	15.56	14.55	16.68	11.16	22.64	15.58	15.71	24.06	10.29	26.72	24.44	13.1	16.19	10.26	14.72	20.48
BRD4	22.12	29.19	44.11	15.45	29.02	19.71	55.82	38.92	6.68	34.79	67.23	16.25	23.91	275.23	72.56	66.68	24.03	19.7	26.71	28.11	45.19	15.64	55.42	22.04	19.34	28.07	13.87	50.37	50.04	27.56	26.5	18.38	41.99	17.66	23.93	17.93	27.97	29.85	27.11	28.55	29.48	17.72	49.68	26.03	41.9	15.94	16.73	13.74	22.62	20.7	14.5
FOXA1	92.95	41.32	181.8	260.85	0.07	0.19	333.84	5.85	10.08	237.27	9.44	139.26	183.3	14.78	2.47	0.17	195.86	97.72	184.17	0.28	2.2	22.56	18.84	79.42	207.62	3.84	134.87	6.88	36.97	2.96	4.64	0.3	1.22	2.2	146.28	110.1	156.37	0.16	145.5	0.07	137.63	79.28	2.76	246.27	25.15	99.84	160.3	115.1	109.49	129.67	209.17
SIX2	0.05	0.16	0.49	0.22	11.96	1.95	34.08	2.12	0.82	6.04	0.02	0.84	7.07	1.95	1.89	3.18	10.58	0.07	8.01	3.96	18.48	10.65	5.45	1.07	11.46	21.89	0.62	11.63	0.16	0.54	0.02	0.17	0.19	16.92	6.26	0.13	9.72	17.48	4.24	3.22	10.94	0.17	0.45	112.1	1.23	0.09	0.61	2.87	0.23	0.04	4.5
PCM1	19.98	26.93	48.66	41.44	115.06	37.92	17.91	88.11	20.19	26.93	70.65	28.6	16.37	32.63	85.33	48.25	52.11	15.97	37.27	24.49	18.22	12.45	31.74	22.6	16.03	38.8	15.45	34.28	14.61	29.3	28.45	41.57	37.02	22.47	25.56	22.03	41.41	53.2	39.91	42.41	24.05	25.84	65.1	26.98	43.29	22.6	34.9	48.67	34.44	60.18	25.11
RAC1	371.8	283.5	312.29	287.23	334.47	185.66	243.78	175.27	169.97	192.5	175.9	123.02	151.94	172.51	272.55	208.54	200.92	195.79	156.25	202.75	95.82	279.94	284.32	313.96	356.75	115.76	91.97	180.06	456.4	211.19	164.81	132.11	250.53	296.56	288.72	191.8	140.37	238.91	216.9	255.43	282.29	259.14	455.71	167.97	250.36	382.27	266.89	258.53	308.0	332.23	178.04
